trip_id;start_latitude;start_longitude;zone_start;date;start_trip_hour
2Hire:3467476;-12.12772465;-77.00359344;Zona F;05/12/2019;18
2Hire:3449901;-12.12793922;-77.00365448;Zona F;04/12/2019;12
2Hire:3444493;-12.12782478;-77.00366974;Zona F;03/12/2019;19
2Hire:3451541;-12.1278286;-77.00369263;Zona F;04/12/2019;14
2Hire:3446837;-12.12844467;-77.00369263;Zona F;04/12/2019;7
2Hire:3432265;-12.13050747;-77.00370026;Zona F;02/12/2019;20
2Hire:3432275;-12.13050747;-77.00370026;Zona F;02/12/2019;20
2Hire:3458508;-12.12860966;-77.00380707;Zona F;05/12/2019;7
2Hire:3432865;-12.12627888;-77.00380707;Zona F;02/12/2019;22
2Hire:3458693;-12.12833405;-77.00383759;Zona F;05/12/2019;8
2Hire:3446458;-12.12833691;-77.00386047;Zona F;04/12/2019;7
2Hire:3458588;-12.1286459;-77.00386047;Zona F;05/12/2019;8
2Hire:3447040;-12.1283083;-77.00388336;Zona F;04/12/2019;8
2Hire:3462537;-12.12721062;-77.00391388;Zona F;05/12/2019;12
2Hire:3432478;-12.12499142;-77.00395966;Zona F;02/12/2019;20
2Hire:3458556;-12.12868309;-77.00396729;Zona F;05/12/2019;8
2Hire:3422790;-12.12512493;-77.00399017;Zona F;02/12/2019;7
2Hire:3459341;-12.12858486;-77.00400543;Zona F;05/12/2019;8
2Hire:3444594;-12.12504482;-77.00402069;Zona F;03/12/2019;19
2Hire:3435544;-12.12858009;-77.00402832;Zona F;03/12/2019;8
2Hire:3453258;-12.12501526;-77.00403595;Zona F;04/12/2019;16
2Hire:3435475;-12.12855721;-77.00404358;Zona F;03/12/2019;8
2Hire:3424749;-12.12504864;-77.00404358;Zona F;02/12/2019;10
2Hire:3455049;-12.12861633;-77.00404358;Zona F;04/12/2019;18
2Hire:3423175;-12.12502384;-77.00405121;Zona F;02/12/2019;8
2Hire:3429026;-12.12844372;-77.00405884;Zona F;02/12/2019;15
2Hire:3432154;-12.09097576;-77.00406647;;02/12/2019;20
2Hire:3464968;-12.12830353;-77.00406647;Zona F;05/12/2019;15
2Hire:3446902;-12.12501907;-77.00408173;Zona F;04/12/2019;8
2Hire:3432803;-12.12859631;-77.0041275;Zona F;02/12/2019;22
2Hire:3467548;-12.12489414;-77.00415802;Zona F;05/12/2019;18
2Hire:3469164;-12.12481499;-77.00418091;Zona F;05/12/2019;20
2Hire:3458576;-12.12469959;-77.00424194;Zona F;05/12/2019;8
2Hire:3443148;-12.12453938;-77.00432587;Zona F;03/12/2019;18
2Hire:3423453;-12.12539291;-77.00434113;Zona F;02/12/2019;8
2Hire:3455955;-12.11799526;-77.00439453;Zona F;04/12/2019;19
2Hire:3463794;-12.12670135;-77.00442505;Zona F;05/12/2019;14
2Hire:3441941;-12.08868122;-77.0044632;;03/12/2019;16
2Hire:3435516;-12.12663364;-77.0044632;Zona F;03/12/2019;8
2Hire:3454032;-12.12674904;-77.00447083;Zona F;04/12/2019;17
2Hire:3431283;-12.12667847;-77.00447083;Zona F;02/12/2019;18
2Hire:3463506;-12.12669086;-77.00447845;Zona F;05/12/2019;13
2Hire:3457636;-12.12666416;-77.00450897;Zona F;05/12/2019;6
2Hire:3429227;-12.12659931;-77.00461578;Zona F;02/12/2019;16
2Hire:3445345;-12.08866405;-77.00471497;;03/12/2019;22
2Hire:3443121;-12.08866405;-77.00482941;;03/12/2019;18
2Hire:3426961;-12.11185455;-77.00506592;Zona F;02/12/2019;13
2Hire:3455127;-12.12839985;-77.00509644;Zona F;04/12/2019;18
2Hire:3445277;-12.12844372;-77.00511932;Zona F;03/12/2019;22
2Hire:3452891;-12.12843037;-77.00512695;Zona F;04/12/2019;16
2Hire:3452888;-12.12841034;-77.00514221;Zona F;04/12/2019;16
2Hire:3469188;-12.12690258;-77.00521088;Zona F;05/12/2019;20
2Hire:3423219;-12.12837315;-77.00528717;Zona F;02/12/2019;8
2Hire:3423586;-12.12834835;-77.00530243;Zona F;02/12/2019;8
2Hire:3455837;-12.08866882;-77.00531769;;04/12/2019;19
2Hire:3432725;-12.1253767;-77.00537109;Zona F;02/12/2019;21
2Hire:3445068;-12.12813568;-77.00538635;Zona F;03/12/2019;21
2Hire:3459256;-12.11809635;-77.00545502;Zona F;05/12/2019;8
2Hire:3431010;-12.12809086;-77.00571442;Zona F;02/12/2019;18
2Hire:3423555;-12.12808514;-77.00572968;Zona F;02/12/2019;8
2Hire:3423956;-12.12809753;-77.0057373;Zona F;02/12/2019;9
2Hire:3431546;-12.12248611;-77.00576782;Zona F;02/12/2019;19
2Hire:3445488;-12.12811756;-77.00576782;Zona F;03/12/2019;23
2Hire:3444031;-12.12551498;-77.00577545;Zona F;03/12/2019;19
2Hire:3456096;-12.12552834;-77.00578308;Zona F;04/12/2019;20
2Hire:3444612;-12.12555027;-77.00579071;Zona F;03/12/2019;19
2Hire:3468211;-12.12814713;-77.00579071;Zona F;05/12/2019;18
2Hire:3445172;-12.12236023;-77.00579834;Zona F;03/12/2019;21
2Hire:3447167;-12.128088;-77.00579834;Zona F;04/12/2019;8
2Hire:3469042;-12.12810802;-77.00580597;Zona F;05/12/2019;19
2Hire:3447062;-12.12809181;-77.00580597;Zona F;04/12/2019;8
2Hire:3422395;-12.12812901;-77.0058136;Zona F;02/12/2019;7
2Hire:3460962;-12.12797546;-77.0058136;Zona F;05/12/2019;10
2Hire:3441770;-12.12809277;-77.00582123;Zona F;03/12/2019;16
2Hire:3447935;-12.12236118;-77.00585175;Zona F;04/12/2019;9
2Hire:3435802;-12.12238026;-77.00587463;Zona F;03/12/2019;8
2Hire:3436026;-12.12241364;-77.00588226;Zona F;03/12/2019;8
2Hire:3436170;-12.12238789;-77.00591278;Zona F;03/12/2019;9
2Hire:3447838;-12.12143612;-77.00591278;Zona F;04/12/2019;9
2Hire:3423495;-12.12240124;-77.00591278;Zona F;02/12/2019;8
2Hire:3448836;-12.1214819;-77.00593567;Zona F;04/12/2019;10
2Hire:3448101;-12.12213707;-77.00598145;Zona F;04/12/2019;9
2Hire:3441756;-12.12541771;-77.00598145;Zona F;03/12/2019;16
2Hire:3461317;-12.1221571;-77.00598907;Zona F;05/12/2019;11
2Hire:3440935;-12.12212944;-77.0059967;Zona F;03/12/2019;15
2Hire:3450508;-12.12209225;-77.00601959;Zona F;04/12/2019;13
2Hire:3423480;-12.12222004;-77.00602722;Zona F;02/12/2019;8
2Hire:3437535;-12.12219429;-77.00608826;Zona F;03/12/2019;10
2Hire:3432252;-12.08874321;-77.00614929;;02/12/2019;20
2Hire:3443445;-12.12101078;-77.00624847;Zona F;03/12/2019;18
2Hire:3455356;-12.12106133;-77.00624847;Zona F;04/12/2019;19
2Hire:3469690;-12.12102604;-77.00626373;Zona F;05/12/2019;21
2Hire:3443027;-12.12596226;-77.00629425;Zona F;03/12/2019;17
2Hire:3451310;-12.12801933;-77.00635529;Zona F;04/12/2019;14
2Hire:3445292;-12.12802982;-77.00636292;Zona F;03/12/2019;22
2Hire:3469588;-12.12804699;-77.00637054;Zona F;05/12/2019;20
2Hire:3422401;-12.12797928;-77.00637054;Zona F;02/12/2019;7
2Hire:3469598;-12.12800407;-77.0063858;Zona F;05/12/2019;20
2Hire:3468985;-12.11190796;-77.00640106;Zona F;05/12/2019;19
2Hire:3430816;-12.12151241;-77.00641632;Zona F;02/12/2019;18
2Hire:3469017;-12.12241077;-77.00642395;Zona F;05/12/2019;19
2Hire:3423246;-12.12804508;-77.00643921;Zona F;02/12/2019;8
2Hire:3454035;-12.12270737;-77.00650024;Zona F;04/12/2019;17
2Hire:3449592;-12.12253284;-77.00653839;Zona F;04/12/2019;12
2Hire:3446887;-12.12816811;-77.00653839;Zona F;04/12/2019;8
2Hire:3432940;-12.12819576;-77.00654602;Zona F;02/12/2019;23
2Hire:3467900;-12.12208939;-77.00656128;Zona F;05/12/2019;18
2Hire:3427929;-12.12817192;-77.00656891;Zona F;02/12/2019;14
2Hire:3448036;-12.12816715;-77.00657654;Zona F;04/12/2019;9
2Hire:3467386;-12.12818146;-77.00657654;Zona F;05/12/2019;18
2Hire:3434574;-12.12811279;-77.00658417;Zona F;03/12/2019;7
2Hire:3428660;-12.12817287;-77.00658417;Zona F;02/12/2019;15
2Hire:3424322;-12.12878036;-77.00666046;Zona F;02/12/2019;9
2Hire:3459892;-12.12880898;-77.00666809;Zona F;05/12/2019;9
2Hire:3422972;-12.12878323;-77.00669098;Zona F;02/12/2019;8
2Hire:3469048;-12.12220573;-77.0067749;Zona F;05/12/2019;19
2Hire:3430139;-12.12486744;-77.00694275;Zona F;02/12/2019;17
2Hire:3455002;-12.12486458;-77.0070343;Zona F;04/12/2019;18
2Hire:3452384;-12.12460613;-77.00707245;Zona F;04/12/2019;15
2Hire:3460222;-12.12319183;-77.00717926;Zona F;05/12/2019;9
2Hire:3429164;-12.12316036;-77.00720978;Zona F;02/12/2019;16
2Hire:3431003;-12.12037659;-77.00720978;Zona F;02/12/2019;18
2Hire:3425923;-12.1203537;-77.00720978;Zona F;02/12/2019;12
2Hire:3469712;-12.12317562;-77.00721741;Zona F;05/12/2019;21
2Hire:3424036;-12.12315464;-77.0072403;Zona F;02/12/2019;9
2Hire:3430969;-12.1211586;-77.0072937;Zona F;02/12/2019;18
2Hire:3468164;-12.1120863;-77.00734711;Zona F;05/12/2019;18
2Hire:3435656;-12.12806034;-77.00737;Zona F;03/12/2019;8
2Hire:3447198;-12.12651825;-77.00739288;Zona F;04/12/2019;8
2Hire:3432578;-12.12808514;-77.00740051;Zona F;02/12/2019;21
2Hire:3460924;-12.12411118;-77.0074234;Zona F;05/12/2019;10
2Hire:3463241;-12.12803173;-77.00743103;Zona F;05/12/2019;13
2Hire:3427215;-12.1280756;-77.00743103;Zona F;02/12/2019;13
2Hire:3456501;-12.12413979;-77.00744629;Zona F;04/12/2019;21
2Hire:3448213;-12.08903694;-77.00744629;;04/12/2019;9
2Hire:3427200;-12.1265316;-77.00745392;Zona F;02/12/2019;13
2Hire:3435759;-12.12230587;-77.00745392;Zona F;03/12/2019;8
2Hire:3432178;-12.08895111;-77.00745392;;02/12/2019;20
2Hire:3435366;-12.08897114;-77.00746155;;03/12/2019;8
2Hire:3460231;-12.08895302;-77.00746155;;05/12/2019;9
2Hire:3446829;-12.08895493;-77.00746918;;04/12/2019;7
2Hire:3444000;-12.08893108;-77.00748444;;03/12/2019;19
2Hire:3437025;-12.08898067;-77.00748444;;03/12/2019;9
2Hire:3458648;-12.08905506;-77.00749969;Zona C;05/12/2019;8
2Hire:3441458;-12.12422943;-77.00750732;Zona F;03/12/2019;15
2Hire:3455525;-12.08897781;-77.00750732;Zona C;04/12/2019;19
2Hire:3431982;-12.12415409;-77.00759125;Zona F;02/12/2019;19
2Hire:3432418;-12.1196804;-77.00760651;Zona F;02/12/2019;20
2Hire:3422318;-12.12079239;-77.00762177;Zona F;02/12/2019;7
2Hire:3445465;-12.09000969;-77.00763702;;03/12/2019;23
2Hire:3461354;-12.12319946;-77.00763702;Zona F;05/12/2019;11
2Hire:3456359;-12.09001446;-77.00764465;;04/12/2019;21
2Hire:3447481;-12.09002781;-77.00765228;;04/12/2019;8
2Hire:3423434;-12.09000111;-77.0076828;;02/12/2019;8
2Hire:3460417;-12.08975792;-77.00769043;Zona C;05/12/2019;9
2Hire:3446745;-12.08898735;-77.00769806;Zona C;04/12/2019;7
2Hire:3452832;-12.08900738;-77.00773621;Zona C;04/12/2019;16
2Hire:3468481;-12.08903122;-77.00774384;Zona C;05/12/2019;19
2Hire:3432947;-12.08909321;-77.00774384;Zona C;02/12/2019;23
2Hire:3446537;-12.08898258;-77.00774384;Zona C;04/12/2019;7
2Hire:3446677;-12.08891392;-77.00775146;Zona C;04/12/2019;7
2Hire:3456687;-12.0890379;-77.00775146;Zona C;04/12/2019;22
2Hire:3434804;-12.08900261;-77.00775909;Zona C;03/12/2019;7
2Hire:3431100;-12.08903599;-77.00775909;Zona C;02/12/2019;18
2Hire:3446728;-12.08897114;-77.00775909;Zona C;04/12/2019;7
2Hire:3455555;-12.08907032;-77.00775909;Zona C;04/12/2019;19
2Hire:3446830;-12.08898735;-77.00776672;Zona C;04/12/2019;7
2Hire:3459074;-12.08900833;-77.00776672;Zona C;05/12/2019;8
2Hire:3469357;-12.08943176;-77.00776672;Zona C;05/12/2019;20
2Hire:3466830;-12.08907509;-77.00776672;Zona C;05/12/2019;17
2Hire:3447213;-12.08899117;-77.00776672;Zona C;04/12/2019;8
2Hire:3453923;-12.08894253;-77.00776672;Zona C;04/12/2019;17
2Hire:3455343;-12.12355995;-77.00777435;Zona F;04/12/2019;19
2Hire:3458889;-12.08894539;-77.00777435;Zona C;05/12/2019;8
2Hire:3458651;-12.08897781;-77.00777435;Zona C;05/12/2019;8
2Hire:3456741;-12.08899689;-77.00777435;Zona C;04/12/2019;23
2Hire:3447327;-12.0898056;-77.00777435;Zona C;04/12/2019;8
2Hire:3442680;-12.08900928;-77.00777435;Zona C;03/12/2019;17
2Hire:3434807;-12.08900738;-77.00777435;Zona C;03/12/2019;7
2Hire:3456288;-12.08897781;-77.00777435;Zona C;04/12/2019;20
2Hire:3443349;-12.08904839;-77.00777435;Zona C;03/12/2019;18
2Hire:3456688;-12.08899117;-77.00777435;Zona C;04/12/2019;22
2Hire:3447203;-12.08977699;-77.00777435;Zona C;04/12/2019;8
2Hire:3447225;-12.08896255;-77.00777435;Zona C;04/12/2019;8
2Hire:3454367;-12.08900356;-77.00777435;Zona C;04/12/2019;17
2Hire:3458104;-12.08899593;-77.00778198;Zona C;05/12/2019;7
2Hire:3429700;-12.0889349;-77.00778198;Zona C;02/12/2019;17
2Hire:3455104;-12.08901501;-77.00778198;Zona C;04/12/2019;18
2Hire:3457922;-12.0890007;-77.00778198;Zona C;05/12/2019;7
2Hire:3447301;-12.08892345;-77.00778198;Zona C;04/12/2019;8
2Hire:3435245;-12.08898926;-77.00778198;Zona C;03/12/2019;8
2Hire:3447163;-12.08979893;-77.00778198;Zona C;04/12/2019;8
2Hire:3466311;-12.08898354;-77.00778198;Zona C;05/12/2019;17
2Hire:3445213;-12.08901596;-77.00778961;Zona C;03/12/2019;21
2Hire:3434188;-12.08896828;-77.00778961;Zona C;03/12/2019;6
2Hire:3434936;-12.08900642;-77.00778961;Zona C;03/12/2019;7
2Hire:3458757;-12.08901405;-77.00778961;Zona C;05/12/2019;8
2Hire:3423379;-12.08900642;-77.00778961;Zona C;02/12/2019;8
2Hire:3445518;-12.08976269;-77.00778961;Zona C;03/12/2019;23
2Hire:3430379;-12.08897114;-77.00778961;Zona C;02/12/2019;17
2Hire:3459342;-12.08900547;-77.00778961;Zona C;05/12/2019;8
2Hire:3458905;-12.08893776;-77.00778961;Zona C;05/12/2019;8
2Hire:3444377;-12.08977127;-77.00779724;Zona C;03/12/2019;19
2Hire:3458076;-12.08976841;-77.00779724;Zona C;05/12/2019;7
2Hire:3432800;-12.0889864;-77.00779724;Zona C;02/12/2019;22
2Hire:3453263;-12.08895302;-77.00779724;Zona C;04/12/2019;16
2Hire:3421979;-12.08894539;-77.00779724;Zona C;02/12/2019;6
2Hire:3454624;-12.08901215;-77.00779724;Zona C;04/12/2019;18
2Hire:3451446;-12.0890379;-77.00779724;Zona C;04/12/2019;14
2Hire:3465678;-12.08973598;-77.00779724;Zona C;05/12/2019;16
2Hire:3428722;-12.08890343;-77.00779724;Zona C;02/12/2019;15
2Hire:3436065;-12.08895016;-77.00779724;Zona C;03/12/2019;8
2Hire:3446793;-12.08976364;-77.00779724;Zona C;04/12/2019;7
2Hire:3458304;-12.0897522;-77.00779724;Zona C;05/12/2019;7
2Hire:3423172;-12.08975983;-77.00780487;Zona C;02/12/2019;8
2Hire:3435242;-12.08895683;-77.00780487;Zona C;03/12/2019;8
2Hire:3435753;-12.08898735;-77.00780487;Zona C;03/12/2019;8
2Hire:3455282;-12.08974648;-77.00780487;Zona C;04/12/2019;18
2Hire:3446992;-12.08892918;-77.00780487;Zona C;04/12/2019;8
2Hire:3423401;-12.08974648;-77.00780487;Zona C;02/12/2019;8
2Hire:3445454;-12.08899212;-77.00780487;Zona C;03/12/2019;23
2Hire:3459164;-12.08893681;-77.00780487;Zona C;05/12/2019;8
2Hire:3454420;-12.08894539;-77.00780487;Zona C;04/12/2019;18
2Hire:3455791;-12.08892727;-77.0078125;Zona C;04/12/2019;19
2Hire:3429852;-12.08893776;-77.0078125;Zona C;02/12/2019;17
2Hire:3451497;-12.08898735;-77.0078125;Zona C;04/12/2019;14
2Hire:3422481;-12.08975697;-77.00782013;Zona C;02/12/2019;7
2Hire:3446231;-12.08891582;-77.00782013;Zona C;04/12/2019;6
2Hire:3445021;-12.08898735;-77.00782013;Zona C;03/12/2019;20
2Hire:3423295;-12.08975983;-77.00782013;Zona C;02/12/2019;8
2Hire:3454291;-12.08913422;-77.00782013;Zona C;04/12/2019;17
2Hire:3422852;-12.08975029;-77.00782013;Zona C;02/12/2019;7
2Hire:3432496;-12.08978939;-77.00782013;Zona C;02/12/2019;21
2Hire:3448657;-12.12345886;-77.00782776;Zona F;04/12/2019;10
2Hire:3458255;-12.08979702;-77.00782776;Zona C;05/12/2019;7
2Hire:3426198;-12.08990288;-77.00782776;Zona C;02/12/2019;12
2Hire:3456620;-12.08976841;-77.00783539;Zona C;04/12/2019;22
2Hire:3427724;-12.08990002;-77.00783539;Zona C;02/12/2019;14
2Hire:3435929;-12.08992195;-77.00783539;Zona C;03/12/2019;8
2Hire:3444407;-12.08896637;-77.00783539;Zona C;03/12/2019;19
2Hire:3458992;-12.08991337;-77.00784302;Zona C;05/12/2019;8
2Hire:3437586;-12.08990479;-77.00784302;Zona C;03/12/2019;10
2Hire:3435562;-12.08892822;-77.00784302;Zona C;03/12/2019;8
2Hire:3423009;-12.08989525;-77.00785065;Zona C;02/12/2019;8
2Hire:3466971;-12.08977127;-77.00785065;Zona C;05/12/2019;17
2Hire:3459591;-12.08979416;-77.00785065;Zona C;05/12/2019;9
2Hire:3447340;-12.08992577;-77.00785828;Zona C;04/12/2019;8
2Hire:3427676;-12.08974648;-77.00785828;Zona C;02/12/2019;14
2Hire:3425407;-12.08990097;-77.00785828;Zona C;02/12/2019;11
2Hire:3435894;-12.08989811;-77.00785828;Zona C;03/12/2019;8
2Hire:3423103;-12.08991814;-77.00785828;Zona C;02/12/2019;8
2Hire:3459005;-12.08992195;-77.00786591;Zona C;05/12/2019;8
2Hire:3430727;-12.08990002;-77.00786591;Zona C;02/12/2019;18
2Hire:3458431;-12.08988571;-77.00786591;Zona C;05/12/2019;7
2Hire:3444154;-12.08987236;-77.00786591;Zona C;03/12/2019;19
2Hire:3423967;-12.08897018;-77.00786591;Zona C;02/12/2019;8
2Hire:3455558;-12.12780857;-77.00786591;Zona F;04/12/2019;19
2Hire:3469611;-12.08977985;-77.00786591;Zona C;05/12/2019;20
2Hire:3431404;-12.08977699;-77.00787354;Zona C;02/12/2019;18
2Hire:3432070;-12.08991241;-77.00787354;Zona C;02/12/2019;19
2Hire:3459323;-12.08897686;-77.00787354;Zona C;05/12/2019;8
2Hire:3443441;-12.08968258;-77.00787354;Zona C;03/12/2019;18
2Hire:3435874;-12.08983612;-77.00788116;Zona C;03/12/2019;8
2Hire:3450281;-12.09005547;-77.00788116;Zona C;04/12/2019;13
2Hire:3431929;-12.08977413;-77.00788116;Zona C;02/12/2019;19
2Hire:3434905;-12.08978653;-77.00788116;Zona C;03/12/2019;7
2Hire:3458139;-12.1278038;-77.00788879;Zona F;05/12/2019;7
2Hire:3456410;-12.12363434;-77.00788879;Zona F;04/12/2019;21
2Hire:3463499;-12.08987331;-77.00788879;Zona C;05/12/2019;13
2Hire:3423842;-12.08988953;-77.00788879;Zona C;02/12/2019;8
2Hire:3455553;-12.08999825;-77.00788879;Zona C;04/12/2019;19
2Hire:3434969;-12.08979416;-77.00788879;Zona C;03/12/2019;7
2Hire:3434937;-12.08975124;-77.00788879;Zona C;03/12/2019;7
2Hire:3443820;-12.08988571;-77.00789642;Zona C;03/12/2019;18
2Hire:3435891;-12.08981991;-77.00789642;Zona C;03/12/2019;8
2Hire:3434981;-12.08975887;-77.00789642;Zona C;03/12/2019;7
2Hire:3430910;-12.08975601;-77.00789642;Zona C;02/12/2019;18
2Hire:3430778;-12.08988094;-77.00789642;Zona C;02/12/2019;18
2Hire:3444623;-12.12776184;-77.00790405;Zona F;03/12/2019;19
2Hire:3458943;-12.08898163;-77.00791168;Zona C;05/12/2019;8
2Hire:3435511;-12.08983994;-77.00791168;Zona C;03/12/2019;8
2Hire:3435486;-12.08983612;-77.00791168;Zona C;03/12/2019;8
2Hire:3454560;-12.12774467;-77.00791931;Zona F;04/12/2019;18
2Hire:3456375;-12.08986473;-77.00791931;Zona C;04/12/2019;21
2Hire:3466952;-12.12337494;-77.00791931;Zona F;05/12/2019;17
2Hire:3459695;-12.08998966;-77.00794983;Zona C;05/12/2019;9
2Hire:3460468;-12.09015083;-77.00798798;Zona C;05/12/2019;9
2Hire:3438265;-12.12172222;-77.00799561;Zona F;03/12/2019;11
2Hire:3435985;-12.08981323;-77.00799561;Zona C;03/12/2019;8
2Hire:3441126;-12.12171173;-77.00800323;Zona F;03/12/2019;15
2Hire:3423207;-12.1201973;-77.00802612;Zona F;02/12/2019;8
2Hire:3449823;-12.12171364;-77.00802612;Zona F;04/12/2019;12
2Hire:3426420;-12.12020493;-77.00803375;Zona F;02/12/2019;12
2Hire:3432062;-12.12771225;-77.00804901;Zona F;02/12/2019;19
2Hire:3461712;-12.09021378;-77.00805664;Zona C;05/12/2019;11
2Hire:3467971;-12.12277317;-77.00805664;Zona F;05/12/2019;18
2Hire:3441158;-12.12004471;-77.00811005;Zona F;03/12/2019;15
2Hire:3423512;-12.12274456;-77.00812531;Zona F;02/12/2019;8
2Hire:3469167;-12.12015057;-77.00817871;Zona F;05/12/2019;20
2Hire:3429249;-12.12101269;-77.00827789;Zona F;02/12/2019;16
2Hire:3429250;-12.12103271;-77.00830841;Zona F;02/12/2019;16
2Hire:3423441;-12.09135723;-77.0083313;;02/12/2019;8
2Hire:3459649;-12.09130287;-77.0083313;;05/12/2019;9
2Hire:3428898;-12.11979771;-77.00836945;Zona F;02/12/2019;15
2Hire:3451055;-12.12208176;-77.00837708;Zona F;04/12/2019;13
2Hire:3466198;-12.12517548;-77.00839996;Zona F;05/12/2019;16
2Hire:3447476;-12.1221714;-77.00839996;Zona F;04/12/2019;8
2Hire:3430890;-12.12505913;-77.00840759;Zona F;02/12/2019;18
2Hire:3451013;-12.12517548;-77.00841522;Zona F;04/12/2019;13
2Hire:3430644;-12.12522697;-77.00842285;Zona F;02/12/2019;18
2Hire:3422625;-12.1250906;-77.00842285;Zona F;02/12/2019;7
2Hire:3446949;-12.12518024;-77.00843048;Zona F;04/12/2019;8
2Hire:3425508;-12.12518978;-77.00843048;Zona F;02/12/2019;11
2Hire:3469398;-12.12505531;-77.00843048;Zona F;05/12/2019;20
2Hire:3432454;-12.12523842;-77.00844574;Zona F;02/12/2019;20
2Hire:3444473;-12.11750126;-77.00847626;Zona F;03/12/2019;19
2Hire:3452627;-12.11853123;-77.00848389;Zona F;04/12/2019;15
2Hire:3451371;-12.12266159;-77.00849152;Zona F;04/12/2019;14
2Hire:3469499;-12.11978245;-77.00849915;Zona F;05/12/2019;20
2Hire:3423519;-12.09113884;-77.00850677;Zona C;02/12/2019;8
2Hire:3423995;-12.09113121;-77.00850677;Zona C;02/12/2019;9
2Hire:3443143;-12.11842537;-77.0085144;Zona F;03/12/2019;18
2Hire:3447619;-12.11841869;-77.00852966;Zona F;04/12/2019;8
2Hire:3423933;-12.09112072;-77.00852966;Zona C;02/12/2019;8
2Hire:3451431;-12.12585926;-77.00853729;Zona F;04/12/2019;14
2Hire:3436081;-12.09110737;-77.00854492;Zona C;03/12/2019;8
2Hire:3432773;-12.12586403;-77.00854492;Zona F;02/12/2019;22
2Hire:3439677;-12.09125233;-77.00854492;Zona C;03/12/2019;13
2Hire:3440125;-12.09115028;-77.00855255;Zona C;03/12/2019;14
2Hire:3465799;-12.08961391;-77.0085907;Zona C;05/12/2019;16
2Hire:3455802;-12.12583447;-77.00859833;Zona F;04/12/2019;19
2Hire:3434889;-12.12067509;-77.00861359;Zona F;03/12/2019;7
2Hire:3439841;-12.12238216;-77.00861359;Zona F;03/12/2019;13
2Hire:3447425;-12.09126377;-77.00861359;Zona C;04/12/2019;8
2Hire:3423688;-12.08906269;-77.00862122;Zona C;02/12/2019;8
2Hire:3435683;-12.08915043;-77.00862122;Zona C;03/12/2019;8
2Hire:3423024;-12.08909321;-77.00862122;Zona C;02/12/2019;8
2Hire:3459052;-12.09124184;-77.00862122;Zona C;05/12/2019;8
2Hire:3423729;-12.08911991;-77.00862122;Zona C;02/12/2019;8
2Hire:3459269;-12.09124184;-77.00862122;Zona C;05/12/2019;8
2Hire:3447347;-12.12065887;-77.00862885;Zona F;04/12/2019;8
